Date,Open,High,Low,Close,Adj Close,Volume
02-09-2020,47.950001,48.200001,46.700001,47.299999,45.931149,1163274
03-09-2020,47.799999,47.900002,47.049999,47.299999,45.931149,1289500
04-09-2020,46.75,47.049999,45.799999,45.900002,44.571667,2252878
07-09-2020,46,46.5,45,46.299999,44.960091,1546585
08-09-2020,46.25,46.450001,45.099998,45.299999,43.989029,5535139
09-09-2020,44.549999,44.849998,43.799999,44.450001,43.163631,3285633
10-09-2020,45,45.75,44.650002,45.599998,44.280346,1673058
11-09-2020,45.599998,46.099998,45.299999,46,44.668774,2774706
14-09-2020,46.049999,46.599998,46,46.150002,44.814434,2042077
15-09-2020,46.400002,46.700001,45.650002,46.549999,45.202854,1010821
16-09-2020,46.5,46.75,45.799999,46.450001,45.105751,1036499
17-09-2020,45.849998,46.299999,45.5,45.599998,44.280346,1845003
18-09-2020,45.900002,45.950001,44.900002,45.049999,43.746265,1063787
21-09-2020,45.099998,45.299999,42.5,42.849998,41.609932,1517364
22-09-2020,42.299999,42.950001,40.900002,42.349998,41.124401,2610160
23-09-2020,42.400002,42.75,40.849998,41.549999,40.347553,2194346
24-09-2020,41,41,39.650002,39.799999,38.648197,1618192
25-09-2020,40.150002,41.799999,39.5,41.599998,40.396107,804669
28-09-2020,42,43.450001,41.650002,43.349998,42.095463,4825424
29-09-2020,43.599998,43.599998,40.75,41.349998,40.153339,1771806
30-09-2020,41.599998,41.599998,40.349998,41.049999,39.862022,4573961
01-10-2020,41.299999,42.599998,41.099998,41.900002,40.687428,2680282
05-10-2020,42,42.799999,41.450001,41.599998,40.396107,2773818
06-10-2020,42,42.25,40.849998,42.049999,40.833084,3465534
07-10-2020,41.700001,42.200001,41.299999,41.450001,40.25045,1912484
08-10-2020,41.650002,43.400002,41.650002,42.650002,41.415722,2842479
09-10-2020,42.25,44.450001,41.900002,44.299999,43.017971,3046421
12-10-2020,44.799999,45.549999,41.25,41.900002,40.687428,3184898
13-10-2020,41.900002,42.150002,41.200001,41.299999,40.10479,2510382
14-10-2020,41.5,42.25,40.400002,42.099998,40.881638,1143676
15-10-2020,41.599998,42.75,40,40.400002,39.230835,2863560
16-10-2020,40.650002,41.099998,40,40.349998,39.182281,3074284
19-10-2020,40.75,43.849998,40.599998,43.599998,42.338226,4174777
20-10-2020,42.900002,43.25,41.5,41.849998,40.63887,2255915
21-10-2020,42.299999,43.299999,41.700001,42.599998,41.367165,4263875
22-10-2020,42.299999,43.200001,41.849998,42.799999,41.561378,1250261
23-10-2020,43,43.650002,42.799999,43.200001,41.949806,2345639
26-10-2020,43.25,43.75,42.549999,42.700001,41.464275,5522724
27-10-2020,42.549999,43.099998,41.549999,42.900002,41.658489,3652393
28-10-2020,42.5,43.150002,41.650002,42.049999,40.833084,1948563
29-10-2020,41.599998,43.400002,41.099998,42.900002,41.658489,2103440
30-10-2020,43.299999,43.400002,41.400002,41.650002,40.44466,2828025
02-11-2020,42.099998,45.150002,41.849998,44.799999,43.503498,3613025
03-11-2020,44.849998,45.75,43.849998,45.049999,43.746265,3049714
04-11-2020,44.549999,45.299999,43.400002,45.049999,43.746265,3393970
05-11-2020,44.299999,46.549999,44.299999,45.75,44.426006,2390521
06-11-2020,45.349998,46.400002,45.200001,45.799999,44.47456,2583637
09-11-2020,46.049999,47.349998,46,46.75,45.397068,3267894
10-11-2020,47,48.75,46.549999,48.200001,46.805107,3249047
11-11-2020,48.450001,48.900002,46.650002,47.150002,45.785492,2386911
12-11-2020,46.900002,47.200001,45.450001,45.599998,44.280346,1417678
13-11-2020,45.650002,46.700001,44.450001,46.549999,45.202854,917943
14-11-2020,47,47.200001,46.450001,46.650002,45.299965,384023
17-11-2020,46.549999,47.900002,46.549999,47.549999,46.173916,1681501
18-11-2020,47.150002,49.849998,46.950001,49.599998,48.164589,4130946
19-11-2020,49.299999,49.349998,47.599998,47.950001,46.56234,2084030
20-11-2020,47.650002,48.25,47.25,47.5,46.125362,1336141
23-11-2020,48,48.150002,46.700001,46.900002,45.542728,1239100
24-11-2020,47.150002,47.349998,46,46.849998,45.494171,2364543
25-11-2020,47.5,50.700001,47.400002,49,47.581955,7068245
26-11-2020,49,51.450001,48.299999,51.099998,49.621178,2257039
27-11-2020,51.5,52.450001,50.599998,51.299999,49.815392,2537042
01-12-2020,51.700001,54.200001,51.200001,53.75,52.194489,2131700
02-12-2020,54.049999,55.25,53.049999,54.099998,52.534359,3145054
03-12-2020,54.849998,58.650002,54.400002,58.299999,56.612812,6884097
04-12-2020,59,59.75,56.599998,59.049999,57.34111,4731337
07-12-2020,59.5,60.950001,58.5,60.150002,58.409279,3999355
08-12-2020,60.400002,66.150002,60,65.300003,63.41024,6491176
09-12-2020,67.25,67.599998,64.199997,65.599998,63.701553,7593534
10-12-2020,65,66.800003,62.900002,66.349998,64.429848,5907824
11-12-2020,66.449997,68.199997,65,65.449997,63.555893,5238335
14-12-2020,66.400002,67.5,66.150002,66.949997,65.012482,3887089
15-12-2020,67.5,68.099998,65.550003,67.150002,65.206696,2391499
16-12-2020,67.849998,68,65.699997,66.449997,64.526955,3308761
17-12-2020,66.400002,67.150002,63.349998,63.75,61.905094,3730342
18-12-2020,63.849998,64.300003,62,63.099998,61.273903,2314386
21-12-2020,62,63.5,56.799999,58.700001,57.00124,5603333
22-12-2020,58,60,56.200001,58.849998,57.146896,2996677
23-12-2020,58.950001,60.799999,58.049999,60.549999,58.797699,2004762
24-12-2020,61,63.25,60.599998,60.849998,59.089016,2224472
28-12-2020,61.099998,62.950001,61.099998,62.400002,60.594162,2036951
29-12-2020,63.049999,64.199997,62.099998,62.349998,60.545609,2825856
30-12-2020,62.950001,63,60.75,62.099998,60.302841,2025945
31-12-2020,61.950001,62.549999,61.099998,61.5,59.720207,1535633
01-01-2021,61.5,64.800003,61.5,64.5,62.633389,4016824
04-01-2021,65.25,66.25,64.349998,65.800003,63.895771,3352453
05-01-2021,64.800003,66.199997,64.75,65.599998,63.701553,2732501
06-01-2021,65.599998,67.650002,64.699997,65.5,63.604446,4513362
07-01-2021,66.199997,67,65.75,66.150002,64.235641,2443291
08-01-2021,66.800003,67.099998,65.349998,65.550003,63.653004,1794155
11-01-2021,66.400002,66.400002,63.700001,64.199997,62.342068,2456506
12-01-2021,63.150002,71.699997,63.150002,70.75,68.702515,4112152
13-01-2021,71.599998,76,70.099998,75.199997,73.023727,9789357
14-01-2021,75.599998,77.849998,74.75,76.150002,73.946243,3650443
15-01-2021,76.5,77.800003,72.900002,75.199997,73.023727,3249784
18-01-2021,75.349998,77.099998,72,72.949997,70.838844,4963008
19-01-2021,73.25,76,73.25,75.800003,73.606369,2108692
20-01-2021,76.150002,80.349998,75.050003,79.400002,77.102188,4580522
21-01-2021,80.099998,80.849998,75.099998,76.25,74.043343,2683559
22-01-2021,76.300003,77.349998,73,73.300003,71.178719,2558721
25-01-2021,74.900002,76.150002,70.400002,73.800003,71.664253,3248286
27-01-2021,73.75,75.449997,72,73.849998,71.712799,3399926
28-01-2021,72.5,72.800003,64.550003,66.75,64.818275,8497153
29-01-2021,68,70.150002,66.400002,68.050003,66.080658,5460816
01-02-2021,69.050003,74.349998,67.699997,73.900002,71.761353,6065179
02-02-2021,75.199997,76.949997,73.300003,74.650002,72.489655,6447914
03-02-2021,75.199997,78.800003,73.400002,77.099998,74.868744,5879014
04-02-2021,77.5,83.099998,76.099998,82.050003,79.675499,6090425
05-02-2021,83.449997,89,81.75,82.5,80.112473,8380706
08-02-2021,84.400002,85.099998,80.050003,80.949997,78.607323,2889926
09-02-2021,82,83.199997,78.949997,80.150002,77.830482,3966633
10-02-2021,80.449997,81.099998,77.5,79.550003,77.247849,3485369
11-02-2021,80,81.150002,76.800003,77.150002,74.917305,4724389
12-02-2021,77.699997,79.5,77,78.349998,76.082573,5099073
15-02-2021,78.650002,80.699997,78.599998,79.599998,77.296394,2708790
16-02-2021,80.5,81.75,78.599998,79.650002,77.344955,4295200
17-02-2021,79.699997,85.5,79.300003,84.150002,81.714722,7075157
18-02-2021,85.800003,96.699997,84.449997,95.599998,92.833359,15205870
19-02-2021,96.25,99.800003,88.699997,91.050003,88.415039,10237040
22-02-2021,91.300003,93.699997,88.800003,89.550003,86.95845,3485337
23-02-2021,90.400002,91.550003,86.099998,86.800003,84.288033,3625721
24-02-2021,87.699997,90.300003,85.25,88.800003,86.230156,8642298
25-02-2021,90,90.699997,89.099998,89.900002,87.298317,5361803
26-02-2021,87.25,87.25,85,85.400002,82.928551,5307752
01-03-2021,85.699997,86.349998,82.900002,83.300003,80.88932,3385057
02-03-2021,83.650002,85.25,83,83.199997,80.792213,2435291
03-03-2021,84.650002,86.900002,84.050003,85.599998,83.122757,3639297
04-03-2021,85.5,87.800003,83.449997,85.800003,83.316978,5690583
05-03-2021,85.300003,85.75,79.5,80.650002,78.31601,6288430
08-03-2021,82.449997,83.5,80.699997,81.300003,78.947205,4814613
09-03-2021,82.099998,82.849998,78.699997,80.349998,78.024689,3025209
10-03-2021,81,81.900002,79.650002,80,77.684822,2341545
12-03-2021,80.800003,80.900002,76.650002,77.349998,75.111511,3602549
15-03-2021,78,79.699997,76,78.900002,76.616661,5126240
16-03-2021,79.699997,79.949997,76.449997,78.800003,76.519554,4339202
17-03-2021,78.800003,79,74.300003,74.949997,72.780968,2273640
18-03-2021,75.300003,76.949997,71,71.949997,69.867783,4812336
19-03-2021,70.75,74.349998,69.550003,73.75,71.615692,6099585
22-03-2021,74.199997,74.650002,71.75,72.449997,70.353317,3029423
23-03-2021,73.050003,75.849998,72.849998,74.25,72.101227,3107803
24-03-2021,74,75.099998,71.400002,71.75,69.673576,1818345
25-03-2021,72.25,72.349998,68,70.050003,68.022774,3514969
26-03-2021,71.5,71.900002,70.300003,70.75,68.702515,2608729
30-03-2021,71.699997,74.150002,70.900002,72.300003,70.207664,2534734
31-03-2021,72,75.449997,71.650002,74.150002,72.00412,3841604
01-04-2021,74.550003,76,73.449997,75.650002,73.460709,2567917
05-04-2021,75.349998,75.349998,70.75,72.550003,70.450424,3393652
06-04-2021,72.650002,74.25,71.800003,72.800003,70.693192,1574648
07-04-2021,73.25,75.550003,72.199997,74.099998,71.955566,1998936
08-04-2021,74.25,75.550003,73.25,73.449997,71.324371,2369310
09-04-2021,73.449997,77.449997,72.900002,74,71.858459,2642610
12-04-2021,68.75,71.75,64.800003,66.050003,64.138535,7050135
13-04-2021,67.150002,69.25,66.300003,68.900002,66.906052,2484079
15-04-2021,67.900002,69.300003,66.300003,68.25,66.274864,2678390
16-04-2021,68.400002,69.5,67.050003,67.300003,65.352356,2077330
19-04-2021,65.75,65.75,62.5,63.799999,61.953644,2612041
20-04-2021,64.5,65.75,62.700001,63.200001,61.37101,1906254
22-04-2021,62.25,64.199997,61.799999,63.049999,61.225349,2109516
23-04-2021,62.799999,64.949997,62.549999,62.950001,61.128246,2002252
26-04-2021,63.5,64.449997,63.200001,63.5,61.662327,1423645
27-04-2021,64.099998,65.699997,63.650002,65.300003,63.41024,2130484
28-04-2021,65.849998,68.150002,65.75,67.849998,65.886436,2562889
29-04-2021,68.5,69.75,66.050003,66.75,64.818275,4366987
30-04-2021,66,68.400002,64.650002,66.75,64.818275,2565884
03-05-2021,66.300003,66.949997,64.300003,66.699997,64.769714,2143258
04-05-2021,67,72.900002,67,70.400002,68.362648,9295535
05-05-2021,71.900002,72.949997,70.900002,72.349998,70.25621,4274329
06-05-2021,73.099998,73.400002,70.099998,70.599998,68.556854,2471616
07-05-2021,71.400002,71.699997,69.849998,70.550003,68.508308,1353700
10-05-2021,70.900002,74.349998,70.650002,73.400002,71.275826,4478999
11-05-2021,72.300003,74.599998,71.199997,74.050003,71.907013,2236724
12-05-2021,73.900002,79.900002,73.900002,77.449997,75.208618,9957408
14-05-2021,78.099998,79.599998,73.349998,74.050003,71.907013,5569014
17-05-2021,74.75,77.75,73.800003,77.150002,74.917305,4559022
18-05-2021,78.099998,78.5,76.300003,76.75,74.528877,4612019
19-05-2021,76.25,78.199997,76,76.699997,74.480324,2415003
20-05-2021,77.599998,77.599998,75.900002,76.5,74.28611,1956961
21-05-2021,77.099998,81.199997,77.099998,80.800003,78.46167,5456546
24-05-2021,82.449997,83.349998,80.300003,81.349998,78.99575,4526282
25-05-2021,82,82.400002,80.400002,80.800003,78.46167,2397486
26-05-2021,80.949997,82.300003,80.050003,80.599998,78.267456,2506584
27-05-2021,81,84.150002,79.849998,83.449997,81.034981,3897499
28-05-2021,84.5,84.650002,81.849998,83.849998,81.423401,4530988
31-05-2021,82.25,83.449997,79.150002,80.699997,78.364563,7041465
01-06-2021,81.099998,81.300003,78.800003,79.349998,77.053635,3055480
02-06-2021,79.349998,81.849998,78.550003,81.199997,78.85009,3870544
03-06-2021,81.949997,82.800003,81.5,81.849998,79.481285,3577784
04-06-2021,82.349998,82.849998,81.150002,81.849998,79.481285,3437237
07-06-2021,82.25,84.099998,81.849998,82.849998,80.452339,4617903
08-06-2021,83.199997,83.199997,80.199997,81.849998,79.481285,2364538
09-06-2021,82.75,86.199997,81.199997,81.849998,79.481285,8130852
10-06-2021,82.349998,85.300003,81.849998,84.75,82.297356,5748326
11-06-2021,85.050003,85.900002,84.199997,84.5,82.054596,2640676
14-06-2021,84.050003,85.800003,81,85.050003,82.588676,5074720
15-06-2021,84.150002,86.400002,84.150002,85.050003,82.588676,2881626
16-06-2021,85.050003,87,84.099998,84.400002,81.957489,2667262
17-06-2021,83.5,84.599998,81.300003,81.849998,79.481285,3057097
18-06-2021,82.5,84.199997,77.150002,80.150002,77.830482,3179506
21-06-2021,79.199997,83,77.400002,82.449997,80.063919,3068530
22-06-2021,83.099998,84.199997,81.400002,81.849998,79.481285,3142222
23-06-2021,82.599998,83.650002,81.25,82.25,79.869705,2170701
24-06-2021,82.699997,82.949997,80.599998,80.849998,78.510223,1105320
25-06-2021,81.699997,84,81,83.449997,81.034981,2537270
28-06-2021,84.400002,88.349998,84.300003,87.800003,85.259094,5621796
29-06-2021,88.199997,88.900002,86.400002,87.099998,84.579346,2767053
30-06-2021,87.5,88.050003,85.550003,85.949997,83.462631,1850196
01-07-2021,86.400002,87,85.349998,86,83.511185,2273858
02-07-2021,86.300003,86.5,84.800003,85.199997,82.734329,1365072
05-07-2021,85.300003,86.75,84.650002,86.349998,83.851051,2083113
06-07-2021,86.599998,87.150002,85.150002,85.5,83.02565,2349880
07-07-2021,85,86.449997,84.599998,86.099998,83.608292,1803598
08-07-2021,86.400002,87,82.849998,83.5,81.083534,2536013
09-07-2021,83.5,84.099998,82.400002,83.650002,81.229195,1956049
12-07-2021,84.400002,84.650002,83,83.300003,80.88932,1803364
13-07-2021,84.5,84.900002,83.900002,84.650002,82.200256,1414707
14-07-2021,84.949997,85.099998,84.050003,84.199997,81.763275,2297162
15-07-2021,84.5,84.849998,83.400002,83.699997,81.27774,2080484
16-07-2021,84.400002,84.400002,81.400002,81.75,79.384178,1591492
19-07-2021,81.650002,81.650002,79.650002,80.150002,77.830482,2619201
20-07-2021,80,80.5,78.449997,78.949997,76.665207,2211163
22-07-2021,80,81.349998,79.699997,80.199997,77.879028,1867014
23-07-2021,80.5,80.599998,79,79.849998,77.539162,933824
26-07-2021,80,80.199997,79,79.699997,77.393501,627259
27-07-2021,80,81.099998,79.25,80,77.684822,2098341
28-07-2021,80.150002,80.199997,76.900002,78.050003,75.79126,1389700
29-07-2021,78.900002,81.150002,77.650002,80.599998,78.267456,1536736
30-07-2021,80.75,81.5,79.800003,80.300003,77.976143,989169
02-08-2021,80.800003,81.75,80.349998,80.650002,78.31601,985890
03-08-2021,81,83.050003,80.550003,82.699997,80.306679,6327380
04-08-2021,83.25,83.849998,80.849998,83.349998,80.937874,6690684
05-08-2021,83.900002,83.900002,80.800003,82.5,80.112473,3788557
06-08-2021,82.449997,84.599998,82.150002,83.349998,80.937874,4184336
09-08-2021,85,85.699997,80.599998,81.150002,78.801544,2593281
10-08-2021,81.599998,83,77.550003,78.099998,75.839806,3317913
11-08-2021,78.849998,81,77.449997,80.650002,78.31601,2946090
12-08-2021,80.699997,82,80.099998,81.550003,79.189972,2022050
13-08-2021,81.449997,81.900002,79.849998,80.949997,78.607323,1432157
16-08-2021,81,81.699997,77.699997,79,76.71376,2056423
17-08-2021,79.300003,79.5,76.900002,78,75.742699,1185519
18-08-2021,79,79.599998,77.599998,78.75,76.470993,5370114
20-08-2021,77.650002,78.300003,73.650002,74.150002,72.00412,1691468
23-08-2021,75.150002,75.449997,72.5,73.099998,70.984505,1905197
24-08-2021,73.25,75.650002,73,75.5,73.315048,2636347
25-08-2021,76,76.5,74.900002,75.150002,72.975182,1180948
26-08-2021,75.150002,75.599998,74,74.099998,71.955566,1077371
27-08-2021,74.300003,75.099998,73.25,74.550003,72.392548,2297637
30-08-2021,75,77.150002,74.75,76.949997,74.723083,3311375
31-08-2021,76.949997,78.449997,76,77.349998,75.111511,1760683
01-09-2021,77,78.75,76.800003,78.300003,76.034019,3714601
02-09-2021,78.550003,78.949997,77.800003,78.349998,76.082573,4884156
03-09-2021,78.900002,80.300003,78.25,79.199997,76.907974,3318107
06-09-2021,80,80.150002,78.699997,78.900002,76.616661,1296930
07-09-2021,79.25,79.25,76.75,78.099998,75.839806,1312382
08-09-2021,78.199997,80.5,77.800003,79.349998,77.053635,2570256
09-09-2021,79.349998,79.75,78.75,79.150002,76.859421,927079
13-09-2021,78.550003,79,78,78.25,75.985466,856740
14-09-2021,78.5,79,78.099998,78.650002,76.373894,1059093
15-09-2021,78.25,81.849998,78.25,81.349998,78.99575,3568040
16-09-2021,81.5,86.5,80.400002,85.949997,83.462631,8404556
17-09-2021,86.5,86.599998,81.199997,82.300003,79.918266,5143437
20-09-2021,81.650002,82.199997,78,78.300003,76.034019,2748659
21-09-2021,78.300003,79.050003,76.900002,78.650002,76.373894,2187006
22-09-2021,79.349998,80.150002,78.550003,79.699997,77.393501,2121084
23-09-2021,80,81.099998,79.449997,79.599998,77.296394,1891579
24-09-2021,80.25,80.25,77.699997,77.900002,75.645599,1335057
27-09-2021,78.400002,79.650002,77.800003,78,75.742699,1930538
28-09-2021,78.75,79.650002,78.25,79.400002,77.102188,2159290
29-09-2021,79.349998,82,78.099998,81.650002,79.287071,2493948
30-09-2021,81.949997,83.650002,81.25,81.75,79.384178,1913536
01-10-2021,80.949997,83.5,79.949997,82.449997,80.063919,3264616
04-10-2021,82.949997,84.699997,82.849998,84.349998,81.908936,1698718
05-10-2021,84,84.900002,82.650002,83.300003,80.88932,2062060
06-10-2021,83.900002,85.75,82,82.400002,80.015366,2320761
07-10-2021,83.400002,84.800003,83.150002,84,81.569061,2710375
08-10-2021,84.949997,88.900002,83.349998,88.099998,85.550407,7814254
11-10-2021,89.5,90.150002,87.099998,87.5,84.967773,5244702
12-10-2021,87.599998,88.75,86.300003,88.099998,85.550407,2670725
13-10-2021,88.75,89.150002,87.550003,87.800003,85.259094,2206303
14-10-2021,88.050003,89.349998,88.050003,88.699997,86.133041,1842079
18-10-2021,89.849998,93.5,89.349998,93.050003,90.357162,5111377
19-10-2021,94.25,94.800003,88.5,89.400002,86.81279,3685915
20-10-2021,89,93.150002,86.849998,92.150002,89.483208,6101906
21-10-2021,93.300003,95.900002,91.400002,95.449997,92.687698,5614196
22-10-2021,96.099998,97.449997,93.849998,94.599998,91.862297,3978843
25-10-2021,95.800003,100.199997,94.099998,96.550003,93.755875,10521300
26-10-2021,96.949997,103.349998,96.5,99.900002,97.008926,11424880
27-10-2021,100.949997,103.699997,98.800003,102.550003,99.582237,3549648
28-10-2021,100.300003,101.449997,97.349998,97.849998,95.01825,3169984
29-10-2021,97.5,101.199997,93,97.5,94.678375,5564995
01-11-2021,98.599998,99.400002,97.300003,99.050003,96.183525,1463141
02-11-2021,99.300003,102.800003,99,102.349998,99.388016,3616757
03-11-2021,102.550003,104.349998,100.25,100.900002,97.97998,5180779
04-11-2021,102.5,103.349998,102.199997,102.599998,99.630783,944757
08-11-2021,103,106.400002,101.349998,105.699997,102.641068,5176918
09-11-2021,106.099998,107.150002,104.650002,106.349998,103.272263,4166530
10-11-2021,105.449997,108,99.199997,100.650002,97.737221,6168890
11-11-2021,102.300003,103.050003,100.349998,101.300003,98.368408,3467707
12-11-2021,102.5,102.75,99.800003,101.300003,98.368408,2396477
15-11-2021,102.25,102.5,98,98.900002,96.037865,1777329
16-11-2021,98.900002,99.900002,96.050003,96.650002,93.852974,2548080
17-11-2021,96.150002,98.849998,95.5,97.599998,94.775482,1724740
18-11-2021,97.199997,98.699997,95.650002,96.199997,93.415993,2805878
22-11-2021,96.900002,96.949997,89.5,90.849998,88.220825,3113280
23-11-2021,90.900002,93.800003,89.449997,93.349998,90.648476,2555397
24-11-2021,93.5,95.25,93,93.400002,90.697029,1974566
25-11-2021,93.050003,93.599998,92.050003,93,90.308609,2809101
26-11-2021,92,92,88,88.900002,86.327263,2538111
29-11-2021,87.599998,88.599998,85.050003,86.199997,83.705391,3140611
30-11-2021,86.25,88.75,85.199997,85.75,83.268417,1877521
01-12-2021,86.150002,88.25,85.699997,87.650002,85.113434,2547158
02-12-2021,87.5,88.400002,86.449997,88.099998,85.550407,1752305
03-12-2021,87.300003,90.599998,87.300003,88.550003,85.987389,2368934
06-12-2021,89,89.900002,86.800003,87.050003,84.5308,1581338
07-12-2021,88.199997,90,87.849998,89.5,86.909897,2056525
08-12-2021,90,92.900002,89.900002,92.25,89.580307,1836815
09-12-2021,92.449997,92.900002,91,92.300003,89.628868,1647424
10-12-2021,91.800003,94.699997,91.150002,94.25,91.52243,2387976
